Entity	Sentence	Uri	WikiTitle
Vatican EntityMentionSEP	On June 20   1997   a similar agreement   the first of its kind   was signed between the Hungarian government and the Vatican .	Q9907	e WikiLabelSEP
	( ab/rp )		
	Businessman killed in Siberian town		
Russian EntityMentionSEP organized crime EntityMentionSEP	A Russian businessman was killed on his way to work Wednesday by an unidentified gunman in what appeared to be an organized crime killing   according to news reports .	Q9956 NA	s WikiLabelSEP ed crime WikiLabelSEP
Sibneft EntityMentionSEP Kemerovo EntityMentionSEP Siberia EntityMentionSEP	Yuri Zinin   the head of Sibneft Company was shot in the back as he walked out of his apartment building in the town of Leninsk-Kuzntesky in the Kemerovo region of central Siberia   Russian news agencies quoted local police as saying .	NA Q9941 NA	 Neft WikiLabelSEP o WikiLabelSEP  WikiLabelSEP
Russia EntityMentionSEP mogul EntityMentionSEP Boris Berezovsky EntityMentionSEP	Zinin 's company has the same name as one of Russia 's largest oil producers   Sibneft   controlled by controversial business mogul Boris Berezovsky .	NA NA NA	 WikiLabelSEP s magnate WikiLabelSEP erezovsky (businessman) WikiLabelSEP
	But the two companies are separate .		
oil products EntityMentionSEP coal EntityMentionSEP	Zinin 's Sibneft was locally-based and mostly involved in selling oil products and coal .	NA	 WikiLabelSEP
coal-mining EntityMentionSEP	Kemerovo is one of Russia 's main coal-mining regions .	Q1040556	ning WikiLabelSEP
	Police launched a search for the killer who fled .		
	Officials would n't comment on possible motives for the murder .		
contract murder EntityMentionSEP mobsters EntityMentionSEP	There are hundreds of contract murder s in Russia every year as mobsters fight for control of profitable businesses .	NA Q9956	t killing WikiLabelSEP s WikiLabelSEP
	Only a small number of such killings are ever solved .		
Leninsk-Kuznetsky EntityMentionSEP mayor EntityMentionSEP tax fraud EntityMentionSEP embezzlement EntityMentionSEP	The small town of Leninsk-Kuznetsky became known nationwide last year   when the city mayor was arrested on tax fraud and embezzlement charges .	NA NA Q225146 NA	-Kuznetsky (city) WikiLabelSEP  WikiLabelSEP sion WikiLabelSEP ement WikiLabelSEP
Gennady Konyakhin EntityMentionSEP mob EntityMentionSEP trial EntityMentionSEP	Mayor Gennady Konyakhin   also accused of being linked to the mob   is in custody awaiting trial .	NA Q18550 NA	 Konyakhin WikiLabelSEP  mafia WikiLabelSEP  WikiLabelSEP
	( vi/ren )		
	Portugal and Spain reach agreement on common water supplies		
Portugal EntityMentionSEP Spain EntityMentionSEP water resources EntityMentionSEP Iberian peninsula EntityMentionSEP	"Portugal and Spain on Monday reached an agreement over shared water resources on the Iberian peninsula   wrapping up a two-day summit that both premiers called historic . """	Q9927 NA NA Q34763	l WikiLabelSEP  WikiLabelSEP esources WikiLabelSEP  Peninsula WikiLabelSEP
Prime Minister EntityMentionSEP Antonio Guterres EntityMentionSEP Lisbon EntityMentionSEP	It is an ambitious   modern   wide-ranging and efficient agreement   '' Portugal 's Prime Minister Antonio Guterres said at the end of the summit in Albufeira   about 200 kilometers ( 125 miles ) south of Lisbon .	NA Q21507303 NA	inister WikiLabelSEP  Guterres WikiLabelSEP  WikiLabelSEP
volume EntityMentionSEP	Both governments worked out a shared management plan to monitor water volume in the rivers which supply both countries .	NA	 WikiLabelSEP
Jose Maria Aznar EntityMentionSEP	"Spanish Premier Jose Maria Aznar said the agreement reflected "" an exceptional moment '' of relations between the two Iberian countries ."	NA	ría Aznar WikiLabelSEP
Water supply EntityMentionSEP	Water supply on the southwest European peninsula was one of the few sticking points between the two countries   which have strong trade links and close political ties .	NA	upply WikiLabelSEP
hydroelectric EntityMentionSEP	Spanish plans to develop hydroelectric projects on its side of the border have been a constant threat to Portugal 's supply   which comes mainly from rivers with sources in the neighboring country .	NA	ectricity WikiLabelSEP
European Union EntityMentionSEP	Both governments also reiterated their decision jointly to campaign for continued development funds provided by wealthier European Union nations .	NA	n Union WikiLabelSEP
	Cabinet Members also agreed to build new road and railway links between the two countries .		
illegal immigration EntityMentionSEP drug trafficking EntityMentionSEP	The Albufeira summit also produced a plan to increase cooperation between police at the border   in order to curb illegal immigration and drug trafficking .	Q131288 Q5308924	 immigration WikiLabelSEP  drug trade WikiLabelSEP
	Saddam says U.S. will reap nothing   urges Iran to normalize ties		
Saddam Hussein EntityMentionSEP United States EntityMentionSEP Iraq EntityMentionSEP	"President Saddam Hussein said Saturday the United States will reap nothing but a "" harvest ... full of thorns '' from its campaign against Iraq ."	Q1164078 NA NA	Hussein WikiLabelSEP States WikiLabelSEP  WikiLabelSEP
Iran-Iraq war EntityMentionSEP	Addressing the nation on television to mark the anniversary of the end of the 1980-88 Iran-Iraq war   Saddam also urged Iran to normalize relations with Iraq .	NA	aq War WikiLabelSEP
U.N. EntityMentionSEP allies EntityMentionSEP	Saddam did not refer to his decision Wednesday to freeze cooperation with U.N. arms inspectors   but he said the United States and its allies would be misled if they thought they could bring Iraq to its knees .	NA NA	Nations WikiLabelSEP of World War II WikiLabelSEP
Iranian government EntityMentionSEP Ayatollah Ruhollah Khomeini EntityMentionSEP	"This is exactly what the Iranian government under the late Ayatollah Ruhollah Khomeini thought it could do in the war   but it failed   Saddam said . """	NA NA	s of Iran WikiLabelSEP h Khomeini WikiLabelSEP
embargo EntityMentionSEP sanctions EntityMentionSEP Kuwait EntityMentionSEP	"Those imposing aggression on Iraq ... and the unfair embargo neglect this fact today   '' Saddam said   referring to sweeping sanctions the United Nations imposed after Iraq 's 1990 invasion of Kuwait . """	NA NA	 WikiLabelSEP tional sanctions WikiLabelSEP
	They are making the same mistake .		
	Their harvest will be full of thorns and the outcome will be a taste of bitterness . ''		
	The president delivered his speech in a black suit .		
artillery EntityMentionSEP Baghdad EntityMentionSEP	He had decreed that Saturday be celebrated as a day of victory over Iran   and an artillery salute of 101 guns boomed over Baghdad in the early morning .	NA NA	ry WikiLabelSEP  WikiLabelSEP
patriotic EntityMentionSEP	National radio and television played patriotic songs for the occasion .	NA	ism WikiLabelSEP
	Saddam spoke   7th graf pvs		
	Airport ready for operation ; Palestinians await word from Israel		
Palestinian EntityMentionSEP airport EntityMentionSEP independence EntityMentionSEP Civil Aviation EntityMentionSEP Israeli EntityMentionSEP	The new Palestinian airport   a powerful symbol of fledgling independence   is ready to open   the head of the Palestinian Civil Aviation Authority said Friday after an operations drill with Israeli officials .	NA NA Q30015626 NA Q9956	nian people WikiLabelSEP  WikiLabelSEP dence WikiLabelSEP viation WikiLabelSEP s WikiLabelSEP
Yasser Arafat International Airport EntityMentionSEP Gaza Strip EntityMentionSEP Israeli-Palestinian peace agreement EntityMentionSEP	Yasser Arafat International Airport in the southern Gaza Strip was to have opened last week as part of the Israeli-Palestinian peace agreement .	NA Q1201346 NA	Arafat International Airport WikiLabelSEP rip WikiLabelSEP rocess in the Israeli-Palestinian conflict WikiLabelSEP
Cabinet EntityMentionSEP ratification EntityMentionSEP	However   Israel fell behind schedule when it held up Cabinet ratification of the accord by two weeks .	NA NA	 of Israel WikiLabelSEP ation WikiLabelSEP
Benjamin Netanyahu EntityMentionSEP	Prime Minister Benjamin Netanyahu has said the airport would start operating next week   but has not set a date .	NA	n Netanyahu WikiLabelSEP
Civil Aviation Authority EntityMentionSEP	On Thursday   Israeli and Palestinian officials staged a four-hour drill   said Fayez Zeidan   head of the Palestinian Civil Aviation Authority .	NA	l aviation authority WikiLabelSEP
Israelis EntityMentionSEP	About 100 Palestinian airport employees and 50 Israelis who will share security duties played the roles of passengers and airport personnel .	Q9956	s WikiLabelSEP
	"For lack of a plane   the "" passengers '' arrived by bus ."		
passport EntityMentionSEP customs EntityMentionSEP	Zeidan said the exercise covered arrival and departure procedures   including passport checks as well as customs and luggage inspection .	Q9813 NA	t WikiLabelSEP  WikiLabelSEP
	"He said the airport was ready for operation . """		
	We just need to hear from the Israelis   '' Zeidan said .		
curator EntityMentionSEP	Impressionist paintings recovered   curator central suspect	NA	 WikiLabelSEP
Impressionist EntityMentionSEP heist EntityMentionSEP	Police have recovered two valuable Impressionist paintings stolen 10 days ago in what appears to have been a staged heist and arrested the museum curator for alleged armed robbery   police sources said Wednesday .	NA NA	ionism WikiLabelSEP  WikiLabelSEP
Monet EntityMentionSEP Nice EntityMentionSEP	Two other people   described as small-time thugs   also were arrested in connection with the Sept. 21 theft of a Monet and a Sisley at the Fine Arts Museum of Nice   according to the sources in the judicial police .	NA NA	Monet WikiLabelSEP  WikiLabelSEP
	They spoke on customary condition of anonymity .		
Alfred Sisley EntityMentionSEP Riviera EntityMentionSEP Saint Laurent du Var EntityMentionSEP	"The art works   Claude Monet 's 1897 painting "" The Cliffs of Dieppe '' and Alfred Sisley 's 1890 work "" The Alley of the Poplars   '' were found on a sail boat anchored in the small Riviera port of Saint Laurent du Var   police said ."	NA Q917448 NA	Sisley WikiLabelSEP Riviera WikiLabelSEP aurent-du-Var WikiLabelSEP
	The police sources said that curator Jean Forneris is suspected of having ordered the theft .		
	The paintings were stolen by two masked men who took Forneris from his home   drove him to the museum   then bound and gagged him   the caretaker and another employee and shut them in the museum library .		
	The museum alarm had been turned off   allegedly because the caretaker was on duty .		
	The two men sped off in the curator 's car with the paintings .		
	"Forneris later expressed his "" shock '' at the thefts ."		
	( eg-parf )		
cattle EntityMentionSEP	"This "" Dracula '' kills cattle and deer"	NA	 WikiLabelSEP
bear EntityMentionSEP peasants EntityMentionSEP Romania EntityMentionSEP sheep EntityMentionSEP	"A giant black bear   whom peasants have nicknamed "" Dracula   '' is creating anxiety in western Romania because of his taste for cattle and sheep   an official said Thursday ."	NA	 WikiLabelSEP
livestock EntityMentionSEP reserves EntityMentionSEP	Peasants whose livestock has been devoured by the hungry bear have lodged seven complaints in the past six weeks   said Nicolae Onetiu   head of the state hunting and fishing reserves in western Romania .	NA Q1176587	ck WikiLabelSEP serve WikiLabelSEP
Dracula EntityMentionSEP Transylvania EntityMentionSEP vampire EntityMentionSEP	Dracula was named after the Transylvania n vampire count of legend because of his bloody appetite   said Onetiu .	NA NA	 WikiLabelSEP vania WikiLabelSEP
kilograms EntityMentionSEP hibernate EntityMentionSEP	The male bruin weighs at least 300 kilograms ( 660 pounds ) and has moved closer to inhabited areas from forested regions with the onset of cold weather   but is apparently not yet ready to hibernate .	Q9933 NA	m WikiLabelSEP tion WikiLabelSEP
	Dracula has killed at least six cows and seven sheep over the past six weeks .		
omnivorous EntityMentionSEP weaned EntityMentionSEP	Most bears are omnivorous   but in Romania   many bears were weaned on meat   said Onetiu .	Q9907 NA	e WikiLabelSEP  WikiLabelSEP
Nicolae Ceausescu EntityMentionSEP communist EntityMentionSEP dictator EntityMentionSEP	Nicolae Ceausescu   the communist dictator toppled and executed almost a decade ago   was an avid hunter   and hunting reserve cubs were fed meat to make them grow bigger quicker   leaving generations partial to meat .	NA NA Q9852	 Ceaușescu WikiLabelSEP sm WikiLabelSEP r WikiLabelSEP
rangers EntityMentionSEP Apuseni Mountains EntityMentionSEP	State rangers count 135 bears living in the Apuseni Mountains in western Romania   all of them protected by law .	NA NA	nger WikiLabelSEP  Mountains WikiLabelSEP
	( str/am/gj )		
	Syria opposes any attempt to overthrow Saddam Hussein		
Syria EntityMentionSEP United States EntityMentionSEP Britain EntityMentionSEP Iraqi EntityMentionSEP Saddam Hussein EntityMentionSEP Abdul-Halim Khaddam EntityMentionSEP	Syria opposes attempts by the United States and Britain to overthrow Iraqi leader Saddam Hussein   Syrian Vice-President Abdul-Halim Khaddam said Thursday .	NA NA Q899387 Q1164078 NA	 WikiLabelSEP States WikiLabelSEP Kingdom WikiLabelSEP Hussein WikiLabelSEP alim Khaddam WikiLabelSEP
Israel EntityMentionSEP Arab EntityMentionSEP Islamic EntityMentionSEP Hassan Habibi EntityMentionSEP Damascus airport EntityMentionSEP	"Such moves would "" serve Israel 's design to disintegrate the Arab and Islamic world   '' Khaddam said after receiving his Iranian counterpart   Hassan Habibi   at Damascus airport ."	NA NA Q1253672 NA	 WikiLabelSEP ople WikiLabelSEP Habibi WikiLabelSEP s International Airport WikiLabelSEP
	The United States has granted dlrs 97 million to Iraqi opposition groups .		
London EntityMentionSEP	"British and American officials hosted meetings in London last month of 16 Iraqi dissident groups in a bid to promote cooperation among them . """	NA	 WikiLabelSEP
	This is a very dangerous issue ... No state in the world has the right to interfere in the internal affairs of any other country   '' Khaddam said .		
Palestinian EntityMentionSEP	"Habibi said the Iraqi and Palestinian questions were of great concern to Iran and Syria : "" There should be coordination between the two countries over these issues . ''"	NA	nian people WikiLabelSEP
	The official Iranian news agency   IRMA   said the Iraqi and Palestinian issues would be the focus of talks between Habibi and Khaddam at the meeting of the Syrian-Iranian Supreme Committee .		
	The committee meets biannually to promote cooperation in foreign affairs   trade and technology .		
Iranian Foreign Minister Kamal Kharrazi EntityMentionSEP Hafez Assad EntityMentionSEP	Habibi   who is accompanied by Iranian Foreign Minister Kamal Kharrazi   is expected to meet Syrian President Hafez Assad during his three-day visit .	NA NA	harazi WikiLabelSEP l-Assad WikiLabelSEP
Iran-Iraq war EntityMentionSEP	Syria is Iran 's closest Arab ally and supported the Persian state during the 1980-88 Iran-Iraq war .	NA	aq War WikiLabelSEP
	str-bm-jbm		
	Iraq   Iran sign pact to resolve POW issue		
Iraq EntityMentionSEP Iran EntityMentionSEP prisoners of war EntityMentionSEP	Iraq and Iran have signed a deal that Iraq says will resolve their longstanding dispute over prisoners of war .	NA NA	 WikiLabelSEP r of war WikiLabelSEP
Baghdad EntityMentionSEP delegation EntityMentionSEP Iraqi News Agency EntityMentionSEP	The agreement was reached following a week of talks in Baghdad between senior Iraqi officials and a visiting Iranian delegation headed by Abdullah al-Najafi   head of Iran 's POW commission   the official Iraqi News Agency reported Wednesday .	NA Q36496 NA	 WikiLabelSEP ion WikiLabelSEP l Iraqi News Agency WikiLabelSEP
	But the agency gave no further details and al-Najafi   who left Baghdad on Wednesday   declined to comment .		
Tehran EntityMentionSEP	Al-Najafi arrived in Baghdad last week with a list of thousands of Iranian POWs Tehran claims are still held by Iraq .	NA	 WikiLabelSEP
	Iraq has long maintained that it has released all Iranian prisoners and was reportedly angered by the new list .		
detainees EntityMentionSEP	In April   Iran released 5 584 Iraqi POWs and Iraq freed three POWs and 316 Iranians it classified as civil law detainees .	NA	on (imprisonment) WikiLabelSEP
repatriation EntityMentionSEP International Committee of the Red Cross EntityMentionSEP	It was the largest repatriation of Iranian and Iraqi POWs since 1990   said the International Committee of the Red Cross   which supervised the swap .	NA NA	ation WikiLabelSEP tional Committee of the Red Cross WikiLabelSEP
	The Red Cross says it knows of several thousand Iraqis in Iran   but it is not aware of more Iranian POWs in Iraq .		
Iran-Iraq war EntityMentionSEP	The Iran-Iraq war   in which more than more than 1 million people were killed or wounded   ended in 1988 .	NA	aq War WikiLabelSEP
	The issue of POWs has long stood in the way of better ties .		
	lb-as		
	AP Nicaragua Reporter Garcia Dies		
Nicaragua EntityMentionSEP civil war EntityMentionSEP Managua EntityMentionSEP	MANAGUA   Nicaragua ( AP ) -- Rodolfo Garcia   an Associated Press reporter who helped chronicle Nicaragua 's emergence out of civil war   a papal visit   volcanoes and floods   died in Managua after a long illness .	NA Q9158746 NA	ua WikiLabelSEP ar WikiLabelSEP  WikiLabelSEP
	He was 58 .		
Radio Nicaragua EntityMentionSEP short-wave EntityMentionSEP	Garcia joined The Associated Press office in Managua in 1986 after working for Radio Nicaragua   where he was director of short-wave broadcasts   and after helping found a local news agency   Agencia de Noticias Nueva Nicaragua .	NA NA	 radio stations in Nicaragua WikiLabelSEP ve radio WikiLabelSEP
Sandinista EntityMentionSEP Contra EntityMentionSEP	For the AP   he covered the war between the Sandinista government and Contra rebels   the Sandinistas ' loss of power at the ballot box and the country 's sometimes turbulent effort to put years of war behind it .	NA NA	sta National Liberation Front WikiLabelSEP  WikiLabelSEP
volcanic eruptions EntityMentionSEP Pope John Paul II EntityMentionSEP Hurricane Mitch EntityMentionSEP	He also reported on volcanic eruptions   the 1996 visit of Pope John Paul II and the ravages of Hurricane Mitch in 1998 . ''	NA NA NA	f volcanic eruptions WikiLabelSEP hn Paul II WikiLabelSEP ne Mitch WikiLabelSEP
Mexico EntityMentionSEP Central America EntityMentionSEP	He worked under very difficult conditions created by a civil war but always managed to maintain total objectivity and a fair vision under pressure in reporting for The Associated Press   '' said Eloy Aguilar   the AP bureau chief for Mexico and Central America .	NA NA	 WikiLabelSEP  America WikiLabelSEP
	Garcia was born in Nandasmo   a town about 15 miles south of Managua .		
National Autonomous University of Nicaragua EntityMentionSEP	He attended the National Autonomous University of Nicaragua .	NA	l Autonomous University of Nicaragua WikiLabelSEP
diabetes EntityMentionSEP cancer EntityMentionSEP	Garcia suffered a series of illnesses last year   including diabetes and cancer .	NA NA	s mellitus WikiLabelSEP  WikiLabelSEP
	He died Saturday night .		
	He was buried in Nandasmo on Sunday .		
	He is survived by his wife   Ana Leonor Hernandez   and four daughters .		
	Prosecutor : Botha may still stand trial		
prosecutor EntityMentionSEP P.W. Botha EntityMentionSEP white rule EntityMentionSEP	A prosecutor on Friday left open the possibility that former apartheid President P.W. Botha would be put on trial for abuses committed during white rule .	Q224457 Q7108545 NA	tor WikiLabelSEP otha WikiLabelSEP t minority WikiLabelSEP
Truth and Reconciliation Commission ( South Africa ) EntityMentionSEP	Prosecutor Jan D'Oliveira said he currently has insufficient evidence to prosecute Botha   but that information collected by the Truth and Reconciliation Commission ( South Africa )   which investigated apartheid-era abuses   still must be evaluated to ascertain whether charges would ultimately be brought .	NA	nd Reconciliation Commission (South Africa) WikiLabelSEP
	Last month   the Truth Comission issued a landmark report on its findings .		
African National Congress EntityMentionSEP Johannesburg EntityMentionSEP	It said Botha had ordered the 1987 bombing of the African National Congress ' London headquarters and the 1988 bombing of a Johannesburg building housing an anti-apartheid group .	Q400160 NA	 National Congress WikiLabelSEP sburg WikiLabelSEP
	When Botha was head of state in the 1980s   thousands of people were detained without trial .		
	Many were tortured and others killed .		
amnesty EntityMentionSEP	The commission can grant amnesty to those who fully confess to politically motivated abuses committed during apartheid .	NA	 WikiLabelSEP
	Botha has said he has nothing to confess and has not sought amnesty .		
contempt of court EntityMentionSEP	Earlier this year   Botha was convicted of contempt of court for refusing to testify before the commission .	NA	t of court WikiLabelSEP
rand EntityMentionSEP	He was handed a suspended one-year jail sentence and a 10 000 rand ( dlrs 5 700 ) fine .	NA	frican rand WikiLabelSEP
	He has appealed the decision .		
	( sapa-aos )		
	LONDON : Nov. 26 .		
West Indies EntityMentionSEP South Africa EntityMentionSEP cricket EntityMentionSEP	The apparent settlement came after four days of talks involving the West Indies players and officials of the West Indies and South Africa cricket boards .	Q21045938 NA NA	an WikiLabelSEP frica WikiLabelSEP  WikiLabelSEP
batsman EntityMentionSEP Brian Lara EntityMentionSEP Carl Hooper EntityMentionSEP	The crisis came to a head last Wednesday when the West Indies Cricket Board fired superstar batsman Brian Lara as captain and Carl Hooper as vice-captain .	NA Q4068349 Q7096561	 (cricket) WikiLabelSEP ara WikiLabelSEP oper WikiLabelSEP
	The two had refused to travel to South Africa   demanding better pay and conditions for the tour .		
	Team members have insisted that Lara and Hooper be reinstated as part of any settlement .		
Jimmy Adams EntityMentionSEP West Indies Cricket Board EntityMentionSEP	Jimmy Adams   treasurer of the players ' assocation   negotiated on behalf of the players Monday with Pat Rousseau   president of the West Indies Cricket Board .	NA NA	dams WikiLabelSEP dies Cricket Board WikiLabelSEP
Ali Bacher EntityMentionSEP South African cricket EntityMentionSEP	Ali Bacher   head of South African cricket   also was directly involved in Monday 's talks after sitting on the sidelines Sunday .	Q1428920 NA	her WikiLabelSEP frica national cricket team WikiLabelSEP
Clive Lloyd EntityMentionSEP Joel Garner EntityMentionSEP	West Indies tour manager Clive Lloyd and WICB member Joel Garner have also been involved in the talks which began Friday .	Q1872676 NA	loyd WikiLabelSEP rner WikiLabelSEP
sponsorship EntityMentionSEP wicketkeeper EntityMentionSEP David Richardson EntityMentionSEP sports marketing EntityMentionSEP Johannesburg EntityMentionSEP	Progress was reported over the weekend with the announcement of a sponsorship deal offered by former South African wicketkeeper David Richardson   who runs a sports marketing firm in Johannesburg .	NA Q410891 NA Q39809 NA	 (commercial) WikiLabelSEP keeper WikiLabelSEP ichardson WikiLabelSEP marketing WikiLabelSEP sburg WikiLabelSEP
	Earnings from the sponsorship proposal would apparently help meet the players ' demands for better pay   which is reported to range from dlrs 15 000 to 60 000 for the South African tour .		
	( jp/sw )		
	THAILAND		
brain tumours EntityMentionSEP breast cancer EntityMentionSEP haemorrhage EntityMentionSEP Bangkok EntityMentionSEP Radio Surgery EntityMentionSEP Thailand EntityMentionSEP	MORE and more people are dying or suffering from fatal diseases such as brain tumours   mammarian or breast cancer and brain haemorrhage due to a lack of proper medical care.However   things may change as the Srisiam Hospital in Bangkok has now established the first ever Radio Surgery Institute in Thailand -- ( there are presently more than 100 radio surgery centres around the world ) .	NA Q12078 Q9739 NA NA Q9884	umor WikiLabelSEP cancer WikiLabelSEP g WikiLabelSEP  WikiLabelSEP rgery WikiLabelSEP d WikiLabelSEP
cancerous EntityMentionSEP tissues EntityMentionSEP	Radio surgery is a modern technique which does n't require surgery in order to remove cancerous growth or tissues .	NA NA	 WikiLabelSEP (biology) WikiLabelSEP
three dimensional EntityMentionSEP Stereotaxic Surgery EntityMentionSEP radiation EntityMentionSEP Linear Accelerator EntityMentionSEP	It involves a three dimensional method known as Stereotaxic Surgery   which is also used in conjunction with radiation equipment known as the Linear Accelerator .	NA NA Q226361 Q130825	imensional space WikiLabelSEP actic surgery WikiLabelSEP on WikiLabelSEP particle accelerator WikiLabelSEP
	With this new technology   doctors are able to removal cancerous tissues embedded deep inside the brain or near sensitive organs that makes normal surgery very difficult and risky .		
conscious EntityMentionSEP	With radio surgery   every step is controlled by computers and patients are conscious while they undergo treatment .	NA	usness WikiLabelSEP
Malformation EntityMentionSEP clotting EntityMentionSEP capillaries EntityMentionSEP	This new technique is also capable of treating diseases such as Artero Venous Malformation ( the clotting of veins or blood capillaries in the brain ) .	NA NA NA	tal disorder WikiLabelSEP tion WikiLabelSEP ry WikiLabelSEP
	So far   ninety per cent of the radio surgery treatments have been successful and patients only have to remain in hospital for three days .		
	Additionally   there is no need for patients to shave their heads and radio surgery causes no scar   little blood loss and is not expensive.For more information contact the hospital at srisiam ksc.th.com .		
	REPEATING Protectively		
Iran EntityMentionSEP the Hague EntityMentionSEP Radio Free Europe EntityMentionSEP	Iran will protest to the International Court of Justice at the Hague and other global bodies about the U.S.-funded Radio Free Europe   the Iran Daily reported Monday .	NA NA NA	 WikiLabelSEP ue WikiLabelSEP ree Europe/Radio Liberty WikiLabelSEP
Kamal Kharrazi EntityMentionSEP	"It quoted Foreign Minister Kamal Kharrazi as saying the radio "" was set up to interfere in Iran 's internal affairs . ''"	NA	harazi WikiLabelSEP
	It did not say when the complaints will be filed .		
ICJ EntityMentionSEP the Netherlands EntityMentionSEP	The English-language daily also did not say which organizations Iran will approach besides the ICJ in the Netherlands .	NA NA	tional Court of Justice WikiLabelSEP ands WikiLabelSEP
ambassador EntityMentionSEP Prague EntityMentionSEP Czech EntityMentionSEP	On Tuesday   Iran recalled its ambassador from Prague to protest the Czech government 's assistance to the radio and said it would reduce the level of its economic and political cooperation with Prague .	Q297633 NA NA	dor WikiLabelSEP  WikiLabelSEP epublic WikiLabelSEP
broadcast EntityMentionSEP Iraq EntityMentionSEP	The American-sponsored station also began broadcast s directed to Iraq on Friday .	Q231901 NA	sting WikiLabelSEP  WikiLabelSEP
	In a trial period of several weeks   the station will broadcast one 30-minute program a day to Iran and Iraq .		
Farsi EntityMentionSEP Czech government EntityMentionSEP	The Farsi - language service to Iran was approved by the Czech government in August .	Q315 NA	 language WikiLabelSEP s of the Czech Republic WikiLabelSEP
Munich , Germany EntityMentionSEP Soviet EntityMentionSEP Iron Curtain EntityMentionSEP Cold War EntityMentionSEP Communist EntityMentionSEP	Radio Free Europe began transmitting from Munich   Germany   in 1951   spreading uncensored news to Soviet - controlled countries behind the Iron Curtain during the Cold War between the West and the Communist East .	NA Q227388 NA Q9852 NA	 WikiLabelSEP Union WikiLabelSEP rtain WikiLabelSEP r WikiLabelSEP sm WikiLabelSEP
collapse of communism EntityMentionSEP	It moved its headquarters to Prague in 1995 following the collapse of communism six years earlier .	NA	ions of 1989 WikiLabelSEP
	ti/vj		
	Shepard   Glenn set first two milestones		
	__		
Alan Shepard EntityMentionSEP	May 5   1961 : Alan Shepard becomes first American in space .	NA	epard WikiLabelSEP
John Glenn EntityMentionSEP orbit EntityMentionSEP	Feb. 20   1962 : John Glenn becomes first American in orbit .	Q5379117 NA	enn WikiLabelSEP  WikiLabelSEP
Gus Grissom EntityMentionSEP Edward White EntityMentionSEP Roger Chaffee EntityMentionSEP Apollo 1 EntityMentionSEP spacecraft EntityMentionSEP launch pad EntityMentionSEP	Jan. 27   1967 : Gus Grissom   Edward White II and Roger Chaffee die in Apollo 1 spacecraft fire on launch pad .	NA NA NA Q199 Q340963 Q293588	ssom WikiLabelSEP Higgins White WikiLabelSEP . Chaffee WikiLabelSEP 1 WikiLabelSEP aft WikiLabelSEP pad WikiLabelSEP
Apollo 11 EntityMentionSEP Neil Armstrong EntityMentionSEP Buzz Aldrin EntityMentionSEP moon EntityMentionSEP	July 20   1969 : Apollo 11 's Neil Armstrong and Buzz Aldrin land on moon .	Q399765 NA Q1792373 NA	11 WikiLabelSEP mstrong WikiLabelSEP drin WikiLabelSEP  WikiLabelSEP
Soyuz spacecraft EntityMentionSEP	July 17   1975 : American Apollo and Soviet Soyuz spacecraft link in orbit .	NA	spacecraft) WikiLabelSEP
Columbia EntityMentionSEP space shuttle EntityMentionSEP	April 12   1981 : Columbia soars on first space shuttle flight .	NA NA	huttle Columbia WikiLabelSEP huttle WikiLabelSEP
Sally Ride EntityMentionSEP	June 18   1983 : Sally Ride becomes first American woman in space .	NA	ide WikiLabelSEP
Challenger EntityMentionSEP	Jan. 28   1986 : Challenger explodes   killing all seven on board .	NA	huttle Challenger WikiLabelSEP
Hubble Space Telescope EntityMentionSEP	April 25   1990 : Hubble Space Telescope is released into orbit .	NA	Space Telescope WikiLabelSEP
	Dec. 2   1993 : First Hubble repair mission is launched .		
Norman Thagard EntityMentionSEP rocket EntityMentionSEP	March 14   1995 : Norman Thagard is first American to be launched on a Russian rocket .	NA NA	Thagard WikiLabelSEP  WikiLabelSEP
Mir EntityMentionSEP	Two days later   he becomes first American to visit Mir .	NA	 WikiLabelSEP
Atlantis EntityMentionSEP	June 29   1995 : Atlantis docks with Mir in first shuttle-station hookup .	NA	huttle Atlantis WikiLabelSEP
Shannon Lucid EntityMentionSEP	Sept. 26   1996 : Shannon Lucid returns to Earth after 188-day Mir mission   a U.S. space endurance record and a world record for women .	Q1747158	 Lucid WikiLabelSEP
Story Musgrave EntityMentionSEP	Nov. 19   1996 : Story Musgrave   at age 61   becomes oldest man in space .	NA	usgrave WikiLabelSEP
Discovery EntityMentionSEP	Oct. 29   1998 : Discovery is scheduled to blast off   carrying 77-year-old John Glenn back into orbit and making him oldest man in space .	NA	huttle Discovery WikiLabelSEP
monopoly EntityMentionSEP	Vietnam 's prime minister demands improvements by state monopoly	Q9973	y WikiLabelSEP
Prime Minister EntityMentionSEP Phan Van Khai EntityMentionSEP electricity EntityMentionSEP bureaucracy EntityMentionSEP	Prime Minister Phan Van Khai has taken the state electricity monopoly to task for abuse of power and excessive bureaucracy while accusing it of overcharging   the newspaper Dau Tu ( Investment ) reported Thursday .	NA NA Q515 Q15948096	inister WikiLabelSEP n Khải WikiLabelSEP city WikiLabelSEP racy WikiLabelSEP
Vietnam EntityMentionSEP	In a blunt assessment   he ordered Electricity of Vietnam to help cut waste that is driving up costs and could spark public discontent .	NA	 WikiLabelSEP
self-criticisms EntityMentionSEP	EVN must work out corrective measures based on his instructions   and individual leaders have to do self-criticisms .	NA	iticism WikiLabelSEP
